"","Participant","Demo_country","Demo_lang1","Demo_lang2","Demo_lang3","Demo_moral_reason","Demo_religion","Demo_lang4","Demo_rightwrong","Demo_gender","Label","TrialType","Group","Number","Valence","R1A","R2","R3","R4","R5","R6"
"274",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","1","none","Somewhat wrong","Maybe no correct answer","Some of them would agree with me","A little difficult",NA,NA
"275",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","7","none","Somewhat wrong","Probably no correct answer","Some of them would agree with me","A little difficult",NA,NA
"276",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","3","none","Somewhat right","Probably no correct answer","Some of them would agree with me","A little easy",NA,NA
"277",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","8","none","Wrong","Probably there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"278",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","4","none","Right","Probably there is a correct answer","Almost everyone would agree with me","Somewhat easy",NA,NA
"279",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"280",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"281",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"282",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"283",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly uncomfortable"
"284",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"285",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very uncomfortable"
"286",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very uncomfortable"
"287",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Extremely comfortable"
"288",14,"Uk","English ","","","unchecked;checked;checked;unchecked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly uncomfortable"
"289",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","practice","1","NULL","none","none","Wrong","Maybe there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"290",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","practice","2","NULL","none","none","Very wrong","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"291",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","6","Pos","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"292",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","7","Neg","Right","Definitely there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"293",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","1","Neg","Very wrong","Definitely no correct answer","Most of them would agree with me","Very easy",NA,NA
"294",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","2","Pos","Very right","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"295",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","5","Neg","Wrong","Probably no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"296",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","8","Pos","Right","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"297",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","4","Pos","Very right","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"298",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","10","Pos","Somewhat right","Probably there is a correct answer","Some of them would agree with me","A little easy",NA,NA
"299",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","3","Neg","Wrong","Maybe no correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"300",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase1","test","B","9","Neg","Very wrong","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"301",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","2","none","Wrong","Maybe no correct answer","Some of them would agree with me","Very easy",NA,NA
"302",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","12","none","Very right","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"303",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","3","none","Somewhat right","Maybe there is a correct answer","Some of them would agree with me","A little easy",NA,NA
"304",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","13","none","Very right","Maybe there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"305",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","4","none","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"306",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","9","none","Wrong","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"307",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","11","none","Very wrong","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"308",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","1","none","Somewhat right","Maybe there is a correct answer","Most of them would agree with me","A little easy",NA,NA
"309",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","10","none","Wrong","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"310",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","5","none","Very wrong","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"311",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","6","none","Right","Maybe there is a correct answer","Some of them would agree with me","A little difficult",NA,NA
"312",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","14","none","Wrong","Maybe no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"313",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","7","none","Wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"314",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","fillers","filler","none","8","none","Very wrong","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"315",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"316",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"The other person is likely mistaken","Very uncomfortable"
"317",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"The other person is likely mistaken","Mildly uncomfortable"
"318",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"319",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"320",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"The other person is likely mistaken","Very uncomfortable"
"321",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"322",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Very comfortable"
"323",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly uncomfortable"
"324",43,"United Kingdom","English","Cantonese","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","man","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Maybe neither of us needs to be mistaken","Mildly comfortable"
"325",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","practice","1","NULL","none","none","Somewhat right","Definitely no correct answer","Most of them would disagree with me","A little easy",NA,NA
"326",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","practice","2","NULL","none","none","Somewhat right","Maybe no correct answer","Most of them would disagree with me","A little difficult",NA,NA
"327",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","5","Neg","Wrong","Probably no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"328",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","4","Pos","Very right","Probably there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"329",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","1","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"330",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","10","Pos","Right","Probably no correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"331",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","2","Pos","Very right","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"332",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","3","Neg","Wrong","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"333",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","9","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"334",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","6","Pos","Right","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"335",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","7","Neg","Right","Probably no correct answer","Most of them would agree with me","Very easy",NA,NA
"336",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase1","test","B","8","Pos","Somewhat right","Definitely no correct answer","Almost everyone would agree with me","Very easy",NA,NA
"337",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","6","none","Somewhat wrong","Maybe no correct answer","Some of them would agree with me","Somewhat difficult",NA,NA
"338",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","12","none","Very wrong","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"339",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","1","none","Somewhat wrong","Probably no correct answer","Some of them would agree with me","A little difficult",NA,NA
"340",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","10","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"341",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","3","none","Somewhat wrong","Maybe no correct answer","Most of them would agree with me","Very difficult",NA,NA
"342",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","8","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"343",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","5","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"344",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","2","none","Somewhat right","Probably no correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"345",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","7","none","Very wrong","Maybe there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"346",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","9","none","Wrong","Maybe there is a correct answer","Most of them would agree with me","A little easy",NA,NA
"347",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","11","none","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"348",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","4","none","Very right","Definitely there is a correct answer","Most of them would agree with me","Very easy",NA,NA
"349",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","13","none","Very right","Probably there is a correct answer","Most of them would agree with me","Somewhat easy",NA,NA
"350",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","fillers","filler","none","14","none","Somewhat wrong","Maybe there is a correct answer","Some of them would agree with me","Very difficult",NA,NA
"351",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","4","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"352",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","1","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"353",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","3","Neg",NA,NA,NA,NA,"Probably neither of us needs to be mistaken","Mildly uncomfortable"
"354",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","2","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Extremely comfortable"
"355",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","6","Pos",NA,NA,NA,NA,"The other person is clearly mistaken","Very uncomfortable"
"356",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","10","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Extremely comfortable"
"357",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","7","Neg",NA,NA,NA,NA,"Neither of us needs to be mistaken","Very comfortable"
"358",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","9","Neg",NA,NA,NA,NA,"The other person is clearly mistaken","Extremely uncomfortable"
"359",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","8","Pos",NA,NA,NA,NA,"Neither of us needs to be mistaken","Extremely comfortable"
"360",44,"UK","English","","","unchecked;unchecked;checked;checked","unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;checked;unchecked","unchecked","yes","woman","test_phase2","test","B","5","Neg",NA,NA,NA,NA,"The other person is maybe mistaken","Mildly uncomfortable"
"361",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","practice","1","NULL","none","none","Somewhat wrong","Maybe there is a correct answer","Most of them would agree with me","A little easy",NA,NA
"362",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","practice","2","NULL","none","none","Somewhat wrong","Probably no correct answer","Most of them would agree with me","A little easy",NA,NA
"363",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","6","Pos","Very right","Probably there is a correct answer","Almost everyone would agree with me","Somewhat easy",NA,NA
"364",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","10","Pos","Somewhat right","Maybe no correct answer","Some of them would agree with me","A little easy",NA,NA
"365",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","2","Pos","Very right","Maybe there is a correct answer","Almost everyone would agree with me","A little easy",NA,NA
"366",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","4","Pos","Very right","Probably there is a correct answer","Some of them would agree with me","Somewhat easy",NA,NA
"367",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","9","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
"368",51,"United Kingdom","English","","","unchecked;checked;checked;checked","unchecked;checked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked;unchecked","unchecked","yes","woman","test_phase1","test","B","1","Neg","Very wrong","Definitely there is a correct answer","Almost everyone would agree with me","Very easy",NA,NA
